model,pre_mean_dx,post_mean_dx,delta_dx
Nomadic_Full,0.27316471598552244,0.36584811558326086,0.09268339959773841
MoD,0.27316471598552244,0.36584811558326086,0.09268339959773841
ECR,0.27316471598552244,0.36584811558326086,0.09268339959773841
Sigma_MoE,0.27316471598552244,0.36584811558326086,0.09268339959773841
BiLevel_MoE,0.27316471598552244,0.36584811558326086,0.09268339959773841
RoutingFree_MoE,0.27316471598552244,0.36584811558326086,0.09268339959773841
