model,density,mean_dx,mean_conf,corr_dx_conf
Nomadic_Full_V2,dense,0.45313196181086823,0.12890625,0.48036610958996406
Nomadic_Full_V2,sparse,0.389659292375048,0.4016927083333333,-0.4142224337166285
