model,pre_mean_dx,post_mean_dx,delta_dx
Vanilla,0.4570627103559673,0.7272932529449463,0.270230542588979
DynamicTemp,0.4570627103559673,0.7272932529449463,0.270230542588979
StaticLoRA,0.4570627103559673,0.7272932529449463,0.270230542588979
FixedRouting,0.4570627103559673,0.7272932529449463,0.270230542588979
Nomadic_NoDx,0.4570627103559673,0.7272932529449463,0.270230542588979
