model,baseline_dx,lure_spike,recovery_steps
Nomadic_Full_V2,0.36831709407306334,0.34126291014217713,3
Nomadic_Full_V2,0.34944651275873184,0.348022423684597,4
Nomadic_Full_V2,0.40064177587191807,0.34127660915692104,2
