model,domain,phase,prompt,mean_entropy,std_entropy,perplexity,repeat_rate,switch_rate,mean_dx,mean_switch_prob,mean_final_switch_prob,mean_gap
StaticLoRA,math,stable,"행렬 [[1,0],[0,1]]의 행렬식(determinant)은",1.195614999268825,0.4935775674048844,3.242317311868206,0.051724137931034475,0.0,0.0,,,
StaticLoRA,math,stable,The sum of angles in a hexagon is,0.40562573853943223,0.17770870630325555,1.225464531119811,0.14583333333333334,0.0,0.0,,,
StaticLoRA,math,stable,e^0 =,0.2053995591315847,0.01286115390437023,1.0543710161291273,0.2170542635658915,0.0,0.0,,,
StaticLoRA,code,stable,"# 피보나치 수열
def fib(n):
    if n <= 1: return n
    ",0.5139425001728039,0.09057844219628218,1.38667789842246,0.07936507936507937,0.0,0.0,,,
StaticLoRA,code,stable,"const greeting = (name) => `Hello,",0.3026437364453618,0.016484456479684103,1.2459362840241248,0.07724867724867727,0.0,0.0,,,
StaticLoRA,code,stable,"try:
    result = 10 / 0
except ZeroDivisionError:",0.6303608560701832,0.10460105446186878,1.3949759514032944,0.04242424242424244,0.0,0.0,,,
StaticLoRA,code,stable,<html><body><h1>Hello</h1></body></,0.34607461930976974,0.13431718303169204,1.3043314694294408,0.20512820512820515,0.0,0.0,,,
StaticLoRA,code,stable,"df = pd.DataFrame({'a': [1,2,3]})
df['b'] = df['a'",0.25953911310568806,0.10473425052680327,1.1787926255619992,0.11744296990198629,0.0,0.0,,,
StaticLoRA,code,stable,"from collections import Counter
Counter('aabbcc') ",0.3382908433675766,0.06164918735716602,1.1993873565321944,0.41627299202215956,0.0,0.0,,,
StaticLoRA,code,stable,"with open('file.txt', 'r') as f:
    content =",0.5440410966674487,0.20840104956895317,1.46052482649276,0.16666666666666666,0.0,0.0,,,
StaticLoRA,code,stable,"import re
re.findall(r'\d+', 'abc123def456') ==",0.15186761469364382,0.005049416913756708,1.076756265182408,0.32727272727272727,0.0,0.0,,,
StaticLoRA,code,stable,threading.Thread(target=worker).start()  #,0.5581831057866414,0.13606415330812094,1.5105467629780815,0.05333333333333331,0.0,0.0,,,
StaticLoRA,code,stable,"np.linspace(0, 1, 5) ==",0.3320038818931077,0.14459189311817178,1.3006468031085572,0.19607843137254902,0.0,0.0,,,
StaticLoRA,language,transition,"바람이 부는 날, 그는 오래된 편지를",1.9649574279785156,0.12228458191279,5.548616165837731,0.0,0.0,0.0,,,
StaticLoRA,language,transition,The paradox of freedom is that,0.7982453465461731,0.0677349655889363,1.6394004568335951,0.0148148148148148,0.0,0.0,,,
StaticLoRA,language,transition,만약 내가 다시 태어난다면,1.6185653686523438,0.4209169644414492,4.748186949055883,0.1702127659574468,0.0,0.0,,,
StaticLoRA,language,transition,"In the silence between words, there is",0.6723634084065755,0.16776640952080754,1.5112430350509272,0.2695035460992908,0.0,0.0,,,
StaticLoRA,language,transition,존재한다는 것의 의미를 묻는다면,1.6045966656878587,0.3172543883715919,3.667755898375841,0.1568627450980392,0.0,0.0,,,
StaticLoRA,language,transition,"고요한 새벽, 그녀는 창밖을 바라보며",1.8437973022460936,0.027777172896840938,3.760425741709531,0.0062893081761006275,0.0,0.0,,,
