model,domain,convergence_step,final_phi_mean,decay_rate
Nomadic_Full,math,60,0.44810248613357545,0.0024748302404086877
Nomadic_Full,code,60,0.5181194067001342,-0.00015068131297926068
Nomadic_Full,language,60,0.4128969728946686,0.000140916835490812
