model,baseline_dx,lure_spike,recovery_steps
Nomadic_Full,0.4278627377934754,0.24261506972834468,3
Nomadic_Full,0.3648310611024499,0.22728875186294317,2
Nomadic_Full,0.3953928902046755,0.26518923498224467,2
