model,pre_mean_dx,post_mean_dx,delta_dx
Vanilla,0.5125501826871186,0.7319730997085572,0.21942291702143857
DynamicTemp,0.5125501826871186,0.7319730997085572,0.21942291702143857
StaticLoRA,0.5125501826871186,0.7319730997085572,0.21942291702143857
FixedRouting,0.5125501826871186,0.7319730997085572,0.21942291702143857
Nomadic_NoDx,0.5125501826871186,0.7319730997085572,0.21942291702143857
